,county,emm
2645,"TX, Madison County",MISS
2646,"TX, Marion County",SPPS
2647,"TX, Martin County",TRE
2648,"TX, Mason County",TRE
2649,"TX, Matagorda County",TRE
2650,"TX, Maverick County",TRE
2651,"TX, Medina County",TRE
2652,"TX, Menard County",TRE
2653,"TX, Midland County",TRE
2654,"TX, Milam County",MISS
2655,"TX, Mills County",TRE
2656,"TX, Mitchell County",TRE
2657,"TX, Montague County",TRE
2658,"TX, Montgomery County",MISS
2659,"TX, Moore County",SPPS
2660,"TX, Morris County",SPPS
2661,"TX, Motley County",TRE
2662,"TX, Nacogdoches County",TRE
2663,"TX, Navarro County",TRE
2664,"TX, Newton County",MISS
2665,"TX, Nolan County",TRE
2666,"TX, Nueces County",TRE
2667,"TX, Ochiltree County",SPPS
2668,"TX, Oldham County",SPPS
2669,"TX, Orange County",MISS
2670,"TX, Palo Pinto County",TRE
2671,"TX, Panola County",SPPS
2672,"TX, Parker County",TRE
2673,"TX, Parmer County",SPPS
2674,"TX, Pecos County",TRE
2675,"TX, Polk County",MISS
2676,"TX, Potter County",SPPS
2677,"TX, Presidio County",TRE
2678,"TX, Rains County",TRE
2679,"TX, Randall County",SPPS
2680,"TX, Reagan County",TRE
2681,"TX, Real County",TRE
2682,"TX, Red River County",TRE
2683,"TX, Reeves County",TRE
2684,"TX, Refugio County",TRE
2685,"TX, Roberts County",SPPS
2686,"TX, Robertson County",MISS
2687,"TX, Rockwall County",TRE
2688,"TX, Runnels County",TRE
2689,"TX, Rusk County",SPPS
2690,"TX, Sabine County",TRE
2691,"TX, San Augustine County",TRE
2692,"TX, San Jacinto County",MISS
2693,"TX, San Patricio County",TRE
2694,"TX, San Saba County",TRE
2695,"TX, Schleicher County",TRE
2696,"TX, Scurry County",TRE
2697,"TX, Shackelford County",TRE
2698,"TX, Shelby County",SPPS
2699,"TX, Sherman County",SPPS
2700,"TX, Smith County",TRE
2701,"TX, Somervell County",TRE
2702,"TX, Starr County",TRE
2703,"TX, Stephens County",TRE
2704,"TX, Sterling County",TRE
2705,"TX, Stonewall County",TRE
2706,"TX, Sutton County",TRE
2707,"TX, Swisher County",SPPS
2708,"TX, Tarrant County",TRE
2709,"TX, Taylor County",TRE
2710,"TX, Terrell County",TRE
2711,"TX, Terry County",SPPS
2712,"TX, Throckmorton County",TRE
2713,"TX, Titus County",SPPS
2714,"TX, Tom Green County",TRE
2715,"TX, Travis County",TRE
2716,"TX, Trinity County",MISS
2717,"TX, Tyler County",MISS
2718,"TX, Upshur County",SPPS
2719,"TX, Upton County",TRE
2720,"TX, Uvalde County",TRE
2721,"TX, Val Verde County",TRE
2722,"TX, Van Zandt County",TRE
2723,"TX, Victoria County",TRE
2724,"TX, Walker County",MISS
2725,"TX, Waller County",TRE
2726,"TX, Ward County",TRE
2727,"TX, Washington County",TRE
2728,"TX, Webb County",TRE
2729,"TX, Wharton County",TRE
2730,"TX, Wheeler County",SPPS
2731,"TX, Wichita County",TRE
2732,"TX, Wilbarger County",TRE
2733,"TX, Willacy County",TRE
2734,"TX, Williamson County",TRE
2735,"TX, Wilson County",TRE
2736,"TX, Winkler County",TRE
2737,"TX, Wise County",TRE
2738,"TX, Wood County",SPPS
2739,"TX, Yoakum County",SPPS
2740,"TX, Young County",TRE
2741,"TX, Zapata County",TRE
2742,"TX, Zavala County",TRE
2743,"UT, Beaver County",BASN
2744,"UT, Box Elder County",BASN
2745,"UT, Cache County",BASN
2746,"UT, Carbon County",BASN
2747,"UT, Daggett County",BASN
2748,"UT, Davis County",BASN
2749,"UT, Duchesne County",BASN
2750,"UT, Emery County",BASN
2751,"UT, Garfield County",BASN
2752,"UT, Grand County",BASN
2753,"UT, Iron County",BASN
2754,"UT, Juab County",BASN
2755,"UT, Kane County",BASN
2756,"UT, Millard County",BASN
2757,"UT, Morgan County",BASN
2758,"UT, Piute County",BASN
2759,"UT, Rich County",BASN
2760,"UT, Salt Lake County",BASN
2761,"UT, San Juan County",BASN
2762,"UT, Sanpete County",BASN
2763,"UT, Sevier County",BASN
2764,"UT, Summit County",BASN
2765,"UT, Tooele County",BASN
2766,"UT, Uintah County",BASN
2767,"UT, Utah County",BASN
2768,"UT, Wasatch County",BASN
2769,"UT, Washington County",BASN
2770,"UT, Wayne County",BASN
2771,"UT, Weber County",BASN
2772,"VT, Addison County",ISNE
2773,"VT, Bennington County",ISNE
2774,"VT, Caledonia County",ISNE
2775,"VT, Chittenden County",ISNE
2776,"VT, Essex County",ISNE
2777,"VT, Franklin County",ISNE
2778,"VT, Grand Isle County",ISNE
2779,"VT, Lamoille County",ISNE
2780,"VT, Orange County",ISNE
2781,"VT, Orleans County",ISNE
2782,"VT, Rutland County",ISNE
2783,"VT, Washington County",ISNE
2784,"VT, Windham County",ISNE
2785,"VT, Windsor County",ISNE
2786,"VA, Accomack County",PJME
2787,"VA, Albemarle County",PJMD
2788,"VA, Alleghany County",PJMD
2789,"VA, Amelia County",PJMD
2790,"VA, Amherst County",PJMD
2791,"VA, Appomattox County",PJMD
2792,"VA, Arlington County",PJMD
2793,"VA, Augusta County",PJMD
2794,"VA, Bath County",PJMD
2795,"VA, Bedford County",PJMW
2796,"VA, Bland County",PJMW
2797,"VA, Botetourt County",PJMD
2798,"VA, Brunswick County",PJMD
2799,"VA, Buchanan County",PJMW
2800,"VA, Buckingham County",PJMD
2801,"VA, Campbell County",PJMW
2802,"VA, Caroline County",PJMD
2803,"VA, Carroll County",PJMW
2804,"VA, Charles City County",PJMD
2805,"VA, Charlotte County",PJMD
2806,"VA, Chesterfield County",PJMD
2807,"VA, Clarke County",PJMW
2808,"VA, Craig County",PJMD
2809,"VA, Culpeper County",PJMW
2810,"VA, Cumberland County",PJMD
2811,"VA, Dickenson County",PJMW
2812,"VA, Dinwiddie County",PJMD
2813,"VA, Essex County",PJMD
2814,"VA, Fairfax County",PJMD
2815,"VA, Fauquier County",PJMW
2816,"VA, Floyd County",PJMW
2817,"VA, Fluvanna County",PJMD
2818,"VA, Franklin County",PJMW
2819,"VA, Frederick County",PJMW
2820,"VA, Giles County",PJMW
2821,"VA, Gloucester County",PJMD
2822,"VA, Goochland County",PJMD
2823,"VA, Grayson County",PJMW
2824,"VA, Greene County",PJMD
2825,"VA, Greensville County",PJMD
2826,"VA, Halifax County",PJMD
2827,"VA, Hanover County",PJMD
2828,"VA, Henrico County",PJMD
2829,"VA, Henry County",PJMW
2830,"VA, Highland County",PJMD
2831,"VA, Isle of Wight County",PJMD
2832,"VA, James City County",PJMD
2833,"VA, King and Queen County",PJMD
2834,"VA, King George County",PJMD
2835,"VA, King William County",PJMD
2836,"VA, Lancaster County",PJMD
2837,"VA, Lee County",SRCE
2838,"VA, Loudoun County",PJMD
2839,"VA, Louisa County",PJMD
2840,"VA, Lunenburg County",PJMD
2841,"VA, Madison County",PJMD
2842,"VA, Mathews County",PJMD
2843,"VA, Mecklenburg County",PJMD
2844,"VA, Middlesex County",PJMD
2845,"VA, Montgomery County",PJMW
2846,"VA, Nelson County",PJMD
2847,"VA, New Kent County",PJMD
2848,"VA, Northampton County",PJME
2849,"VA, Northumberland County",PJMD
2850,"VA, Nottoway County",PJMD
2851,"VA, Orange County",PJMD
2852,"VA, Page County",PJMD
2853,"VA, Patrick County",PJMW
2854,"VA, Pittsylvania County",PJMD
2855,"VA, Powhatan County",PJMD
2856,"VA, Prince Edward County",PJMD
2857,"VA, Prince George County",PJMD
2858,"VA, Prince William County",PJMD
2859,"VA, Pulaski County",PJMW
2860,"VA, Rappahannock County",PJMW
2861,"VA, Richmond County",PJMD
2862,"VA, Roanoke County",PJMW
2863,"VA, Rockbridge County",PJMD
2864,"VA, Rockingham County",PJMD
2865,"VA, Russell County",PJMW
2866,"VA, Scott County",SRCE
2867,"VA, Shenandoah County",PJMD
2868,"VA, Smyth County",PJMW
2869,"VA, Southampton County",PJMD
2870,"VA, Spotsylvania County",PJMD
2871,"VA, Stafford County",PJMD
2872,"VA, Surry County",PJMD
2873,"VA, Sussex County",PJMD
2874,"VA, Tazewell County",PJMW
2875,"VA, Warren County",PJMW
2876,"VA, Washington County",PJMW
2877,"VA, Westmoreland County",PJMD
2878,"VA, Wise County",SRCE
2879,"VA, Wythe County",PJMW
2880,"VA, York County",PJMD
2881,"VA, Alexandria city",PJMD
2882,"VA, Bristol city",SRCE
2883,"VA, Buena Vista city",PJMD
2884,"VA, Charlottesville city",PJMD
2885,"VA, Chesapeake city",PJMD
2886,"VA, Colonial Heights city",PJMD
2887,"VA, Covington city",PJMD
2888,"VA, Danville city",PJMD
2889,"VA, Emporia city",PJMD
2890,"VA, Fairfax city",PJMD
2891,"VA, Falls Church city",PJMD
2892,"VA, Franklin city",PJMD
2893,"VA, Fredericksburg city",PJMD
2894,"VA, Galax city",PJMW
2895,"VA, Hampton city",PJMD
2896,"VA, Harrisonburg city",PJMD
2897,"VA, Hopewell city",PJMD
2898,"VA, Lexington city",PJMD
2899,"VA, Lynchburg city",PJMW
2900,"VA, Manassas city",PJMD
2901,"VA, Manassas Park city",PJMD
2902,"VA, Martinsville city",PJMW
2903,"VA, Newport News city",PJMD
2904,"VA, Norfolk city",PJMD
2905,"VA, Norton city",SRCE
2906,"VA, Petersburg city",PJMD
2907,"VA, Poquoson city",PJMD
2908,"VA, Portsmouth city",PJMD
2909,"VA, Radford city",PJMW
2910,"VA, Richmond city",PJMD
2911,"VA, Roanoke city",PJMW
2912,"VA, Salem city",PJMW
2913,"VA, Staunton city",PJMD
2914,"VA, Suffolk city",PJMD
2915,"VA, Virginia Beach city",PJMD
2916,"VA, Waynesboro city",PJMD
2917,"VA, Williamsburg city",PJMD
2918,"VA, Winchester city",PJMW
2919,"WA, Adams County",NWPP
2920,"WA, Asotin County",NWPP
2921,"WA, Benton County",NWPP
2922,"WA, Chelan County",NWPP
2923,"WA, Clallam County",NWPP
2924,"WA, Clark County",NWPP
2925,"WA, Columbia County",NWPP
2926,"WA, Cowlitz County",NWPP
2927,"WA, Douglas County",NWPP
2928,"WA, Ferry County",NWPP
2929,"WA, Franklin County",NWPP
2930,"WA, Garfield County",NWPP
2931,"WA, Grant County",NWPP
2932,"WA, Grays Harbor County",NWPP
2933,"WA, Island County",NWPP
2934,"WA, Jefferson County",NWPP
2935,"WA, King County",NWPP
2936,"WA, Kitsap County",NWPP
2937,"WA, Kittitas County",NWPP
2938,"WA, Klickitat County",NWPP
2939,"WA, Lewis County",NWPP
2940,"WA, Lincoln County",NWPP
2941,"WA, Mason County",NWPP
2942,"WA, Okanogan County",NWPP
2943,"WA, Pacific County",NWPP
2944,"WA, Pend Oreille County",NWPP
2945,"WA, Pierce County",NWPP
2946,"WA, San Juan County",NWPP
2947,"WA, Skagit County",NWPP
2948,"WA, Skamania County",NWPP
2949,"WA, Snohomish County",NWPP
2950,"WA, Spokane County",NWPP
2951,"WA, Stevens County",NWPP
2952,"WA, Thurston County",NWPP
2953,"WA, Wahkiakum County",NWPP
2954,"WA, Walla Walla County",NWPP
2955,"WA, Whatcom County",NWPP
2956,"WA, Whitman County",NWPP
2957,"WA, Yakima County",NWPP
2958,"WV, Barbour County",PJMW
2959,"WV, Berkeley County",PJMW
2960,"WV, Boone County",PJMW
2961,"WV, Braxton County",PJMW
2962,"WV, Brooke County",PJMW
2963,"WV, Cabell County",PJMW
2964,"WV, Calhoun County",PJMW
2965,"WV, Clay County",PJMW
2966,"WV, Doddridge County",PJMW
2967,"WV, Fayette County",PJMW
2968,"WV, Gilmer County",PJMW
2969,"WV, Grant County",PJMW
2970,"WV, Greenbrier County",PJMW
2971,"WV, Hampshire County",PJMW
2972,"WV, Hancock County",PJMW
2973,"WV, Hardy County",PJMW
2974,"WV, Harrison County",PJMW
2975,"WV, Jackson County",PJMW
2976,"WV, Jefferson County",PJMW
2977,"WV, Kanawha County",PJMW
2978,"WV, Lewis County",PJMW
2979,"WV, Lincoln County",PJMW
2980,"WV, Logan County",PJMW
2981,"WV, McDowell County",PJMW
2982,"WV, Marion County",PJMW
2983,"WV, Marshall County",PJMW
2984,"WV, Mason County",PJMW
2985,"WV, Mercer County",PJMW
2986,"WV, Mineral County",PJMW
2987,"WV, Mingo County",PJMW
2988,"WV, Monongalia County",PJMW
2989,"WV, Monroe County",PJMW
2990,"WV, Morgan County",PJMW
2991,"WV, Nicholas County",PJMW
2992,"WV, Ohio County",PJMW
2993,"WV, Pendleton County",PJMW
2994,"WV, Pleasants County",PJMW
2995,"WV, Pocahontas County",PJMW
2996,"WV, Preston County",PJMW
2997,"WV, Putnam County",PJMW
2998,"WV, Raleigh County",PJMW
2999,"WV, Randolph County",PJMW
3000,"WV, Ritchie County",PJMW
3001,"WV, Roane County",PJMW
3002,"WV, Summers County",PJMW
3003,"WV, Taylor County",PJMW
3004,"WV, Tucker County",PJMW
3005,"WV, Tyler County",PJMW
3006,"WV, Upshur County",PJMW
3007,"WV, Wayne County",PJMW
3008,"WV, Webster County",PJMW
3009,"WV, Wetzel County",PJMW
3010,"WV, Wirt County",PJMW
3011,"WV, Wood County",PJMW
3012,"WV, Wyoming County",PJMW
3013,"WI, Adams County",MISW
3014,"WI, Ashland County",MISW
3015,"WI, Barron County",MISW
3016,"WI, Bayfield County",MISW
3017,"WI, Brown County",MISW
3018,"WI, Buffalo County",MISW
3019,"WI, Burnett County",MISW
3020,"WI, Calumet County",MISW
3021,"WI, Chippewa County",MISW
3022,"WI, Clark County",MISW
3023,"WI, Columbia County",MISW
3024,"WI, Crawford County",MISW
3025,"WI, Dane County",MISW
3026,"WI, Dodge County",MISW
3027,"WI, Door County",MISW
3028,"WI, Douglas County",MISW
3029,"WI, Dunn County",MISW
3030,"WI, Eau Claire County",MISW
3031,"WI, Florence County",MISW
3032,"WI, Fond du Lac County",MISW
3033,"WI, Forest County",MISW
3034,"WI, Grant County",MISW
3035,"WI, Green County",MISW
3036,"WI, Green Lake County",MISW
3037,"WI, Iowa County",MISW
3038,"WI, Iron County",MISW
3039,"WI, Jackson County",MISW
3040,"WI, Jefferson County",MISW
3041,"WI, Juneau County",MISW
3042,"WI, Kenosha County",MISW
3043,"WI, Kewaunee County",MISW
3044,"WI, La Crosse County",MISW
3045,"WI, Lafayette County",MISW
3046,"WI, Langlade County",MISW
3047,"WI, Lincoln County",MISW
3048,"WI, Manitowoc County",MISW
3049,"WI, Marathon County",MISW
3050,"WI, Marinette County",MISW
3051,"WI, Marquette County",MISW
3052,"WI, Menominee County",MISW
3053,"WI, Milwaukee County",MISW
3054,"WI, Monroe County",MISW
3055,"WI, Oconto County",MISW
3056,"WI, Oneida County",MISW
3057,"WI, Outagamie County",MISW
3058,"WI, Ozaukee County",MISW
3059,"WI, Pepin County",MISW
3060,"WI, Pierce County",MISW
3061,"WI, Polk County",MISW
3062,"WI, Portage County",MISW
3063,"WI, Price County",MISW
3064,"WI, Racine County",MISW
3065,"WI, Richland County",MISW
3066,"WI, Rock County",MISW
3067,"WI, Rusk County",MISW
3068,"WI, St. Croix County",MISW
3069,"WI, Sauk County",MISW
3070,"WI, Sawyer County",MISW
3071,"WI, Shawano County",MISW
3072,"WI, Sheboygan County",MISW
3073,"WI, Taylor County",MISW
3074,"WI, Trempealeau County",MISW
3075,"WI, Vernon County",MISW
3076,"WI, Vilas County",MISW
3077,"WI, Walworth County",MISW
3078,"WI, Washburn County",MISW
3079,"WI, Washington County",MISW
3080,"WI, Waukesha County",MISW
3081,"WI, Waupaca County",MISW
3082,"WI, Waushara County",MISW
3083,"WI, Winnebago County",MISW
3084,"WI, Wood County",MISW
3085,"WY, Albany County",RMRG
3086,"WY, Big Horn County",BASN
3087,"WY, Campbell County",RMRG
3088,"WY, Carbon County",BASN
3089,"WY, Converse County",RMRG
3090,"WY, Crook County",RMRG
3091,"WY, Fremont County",BASN
3092,"WY, Goshen County",RMRG
3093,"WY, Hot Springs County",BASN
3094,"WY, Johnson County",RMRG
3095,"WY, Laramie County",RMRG
3096,"WY, Lincoln County",BASN
3097,"WY, Natrona County",BASN
3098,"WY, Niobrara County",RMRG
3099,"WY, Park County",BASN
3100,"WY, Platte County",RMRG
3101,"WY, Sheridan County",RMRG
3102,"WY, Sublette County",BASN
3103,"WY, Sweetwater County",BASN
3104,"WY, Teton County",BASN
3105,"WY, Uinta County",BASN
3106,"WY, Washakie County",BASN
3107,"WY, Weston County",RMRG
